index,ID,Label,snr,amplitude,peak_frequency,central_freq,duration,bandwidth,chisq,chisq_dof,GPStime,channel,Air_Compressor,Blip,Chirp,Extremely_Loud,Helix,Koi_Fish,Light_Modulation,Low_Frequency_Burst,Low_Frequency_Lines,None_of_the_Above,No_Glitch,Paired_Doves,Power_Line,Repeating_Blips,Scattered_Light,Scratchy,Tomte,Violin_Mode,Wandering_Line,Whistle
15264,VvykPZ3GoG,Scratchy,9.7387,6.93464e-23,171.21339,198.04401,1.57324,217.29889,0.0,0.0,1128779800.44,H1:GDS-CALIB_STRAIN,5.69709337786e-22,4.53913408992e-17,7.23489719062e-15,9.08307416538e-16,6.85913340015e-11,8.75555722962e-16,1.22631921326e-16,4.01776975989e-17,1.64589261617e-16,3.27519131815e-08,3.48756478341e-13,2.47135669169e-20,5.71785134608e-19,1.10602126416e-11,6.89273164226e-19,0.999999940395,4.86457628713e-19,4.17296907448e-21,4.02186215325e-18,1.78171368752e-15
15266,rPNBBd5dMN,Scratchy,8.58058,4.95289e-23,131.92144,198.81752,0.39062,185.82536,0.0,0.0,1134320827.91,H1:GDS-CALIB_STRAIN,2.12041429851e-19,8.64919172901e-17,1.24303092979e-14,1.9779005365e-14,7.28537230543e-11,1.79290214572e-15,3.16164364925e-16,7.19797415095e-17,2.22490788e-14,3.22774305062e-08,6.38881933468e-11,1.6454460379e-17,3.76717140962e-15,8.17320169877e-11,4.46416108618e-17,0.999999940395,8.83439548293e-17,1.16285910781e-17,1.09806664599e-16,1.03359542672e-14
15269,od2pZonEh7,Scratchy,12.5243,8.67064e-23,236.87324,1731.60756,0.75,3228.742,0.0,0.0,1128695180.32,H1:GDS-CALIB_STRAIN,7.15782875972e-18,9.60015389836e-16,1.93758190373e-13,6.00533442351e-15,1.43483266934e-10,7.63201842355e-15,5.61231325356e-17,5.0372205649e-17,2.85958958268e-15,1.20093204714e-07,4.16816711354e-12,1.25457087639e-18,2.72150817744e-15,1.4999957873e-11,7.10801131102e-17,0.999999880791,9.67702716758e-18,2.86663495394e-22,5.17498187109e-17,2.2897735784e-15
15272,NAN0MYXgJW,Scratchy,11.9584,6.94844e-23,170.35123,224.72007,0.38672,303.85773,0.0,0.0,1128782450.42,H1:GDS-CALIB_STRAIN,1.28797222273e-18,3.60578571396e-14,2.49210999059e-11,4.28372445751e-14,4.79713513357e-09,4.45997947775e-14,6.78164189844e-14,2.9656310773e-14,5.21070762493e-13,2.06796386237e-07,3.09941100562e-11,7.02951584135e-17,4.5990400319e-16,1.91715643361e-10,4.49855979562e-15,0.999999761581,2.40131802374e-16,2.96579466815e-18,5.37177707237e-17,2.02257745871e-14
15275,KyR32WeMwk,Scratchy,12.82203,1.0369e-22,178.97228,195.71637,0.28125,221.95417,0.0,0.0,1128782449.94,H1:GDS-CALIB_STRAIN,1.71312734115e-18,2.15771716087e-14,3.02053998133e-12,1.91054515416e-14,3.20840409795e-10,7.65116814442e-15,1.89902012742e-15,7.56968137261e-14,6.26996230543e-13,3.40399509469e-07,4.46479225119e-12,1.92644429643e-18,2.07534705545e-16,1.43485353807e-11,4.03482111546e-15,0.999999642372,9.27745525658e-17,8.18331234027e-21,8.86335027853e-18,2.73704263464e-14
15280,esbKYEZMty,Scratchy,8.30939,6.40272e-23,128.88965,157.98648,0.28125,154.85833,0.0,0.0,1130520393.3,H1:GDS-CALIB_STRAIN,3.81506858169e-14,8.53202716811e-11,2.58753352078e-09,8.87732040655e-11,2.47105802487e-09,4.91470015726e-12,5.91922127632e-12,2.70374759907e-13,8.20490841935e-10,3.2569013797e-07,1.67138466622e-07,1.12844119899e-12,8.59183746371e-09,7.86260301311e-08,4.95960911229e-12,0.999999403954,1.4014002632e-12,2.47678891285e-11,6.12215096327e-12,5.67426439169e-10
15281,xzXliYcrGt,Scratchy,9.65113,5.62066e-23,196.23645,195.77895,0.26562,191.90251,0.0,0.0,1130178290.2,H1:GDS-CALIB_STRAIN,1.65854832072e-15,1.92802926944e-13,1.6515058418e-11,8.25581668458e-14,3.66647832095e-08,6.71609306797e-14,6.96627068639e-14,3.5119674638e-13,3.75463098112e-11,5.48741923012e-07,5.48406031697e-09,1.4769339748e-15,2.42462605169e-14,2.78708254392e-11,4.32219804923e-14,0.999999403954,2.38627858318e-15,3.06568818357e-17,1.98152706571e-15,2.07197401597e-11
15282,dic6hb8Fs5,Scratchy,8.43143,5.79102e-23,211.99407,179.91338,0.28125,140.25658,0.0,0.0,1128695181.69,H1:GDS-CALIB_STRAIN,8.56971608341e-15,1.27131053081e-12,7.60615789103e-12,4.82883307992e-12,4.11278566759e-10,6.59876938248e-13,5.40273446641e-13,2.43043324182e-13,4.40032073279e-11,6.80799757902e-07,1.32318178636e-09,2.4157798937e-15,1.93868727495e-12,1.79384362919e-09,3.25628670621e-14,0.999999344349,1.27549168872e-14,1.73746640689e-16,6.33753141112e-13,6.9675658472e-12
15284,Go0V1TRDk9,Scratchy,12.19963,8.27172e-23,237.32802,255.73776,0.31641,241.82233,0.0,0.0,1128695180.79,H1:GDS-CALIB_STRAIN,3.25554896433e-17,9.0322113192e-15,1.13144953476e-12,2.24977304039e-13,1.15951626078e-09,2.63999163242e-13,4.35066614896e-14,9.39667265575e-15,3.38316370361e-13,8.15884334315e-07,2.95745871369e-12,5.67192782944e-17,1.47177700528e-14,1.93403626447e-09,1.75847766795e-15,0.999999165535,1.18102240587e-16,3.17387727621e-19,4.43212573101e-15,7.19792403307e-14
15285,5vKuNJxfGP,Scratchy,7.84805,5.30158e-23,190.77896,171.62392,0.60938,156.21395,0.0,0.0,1128457187.08,H1:GDS-CALIB_STRAIN,1.54800128315e-16,2.35438486198e-13,8.90882940335e-12,1.17296309384e-12,2.68475769394e-10,7.74944236386e-13,1.61944567999e-14,1.71710129432e-14,6.98592496785e-13,8.76354249613e-07,1.06416386814e-09,8.89139484458e-16,6.72975076273e-13,2.18271445362e-09,2.49217930093e-15,0.99999910593,2.4186205881e-14,1.60364181867e-16,1.29850167755e-14,2.56108328989e-12
15286,8RHeuvWf9V,Scratchy,9.21655,5.93025e-23,108.75161,918.30162,1.94922,1670.20501,0.0,0.0,1128212515.67,H1:GDS-CALIB_STRAIN,2.32029958703e-16,1.29121404324e-13,2.49467026897e-12,1.06808320868e-11,7.42152617139e-10,5.51898967065e-13,1.15152061064e-12,8.57930195527e-14,2.81422853771e-11,9.19723447623e-07,2.0217671981e-09,2.32779307575e-14,1.21357177779e-12,1.21695142852e-08,8.40187735194e-15,0.999999046326,7.09360548816e-14,1.94853458184e-14,2.60607643321e-13,1.98416543612e-12
15287,YMoxvbbYtE,Scratchy,9.39978,7.36773e-23,190.77896,208.23927,0.25781,196.90836,0.0,0.0,1128781890.3,H1:GDS-CALIB_STRAIN,1.25505030613e-15,8.90391493175e-13,8.01925401084e-11,4.13899925618e-13,1.28855282e-08,2.51884748953e-13,6.56505936853e-13,4.29460841889e-11,1.94286406408e-10,9.364342759e-07,2.80172152145e-08,8.6907655619e-15,6.16013994372e-14,1.03410465954e-11,4.46872329722e-13,0.999999046326,1.24888536741e-14,1.07475119062e-15,4.03418753481e-15,7.11903036521e-11
15288,pD6P8Pk7SP,Scratchy,10.21079,7.37966e-23,163.10454,2420.47037,1.5,4641.28534,0.0,0.0,1134320825.63,H1:GDS-CALIB_STRAIN,2.94643983089e-19,1.34159653279e-15,9.7853810558e-13,2.89632751918e-14,4.16714396323e-09,1.87360130394e-14,5.14922287125e-16,4.99674158827e-16,3.10572998796e-14,1.02490685094e-06,2.47952786775e-12,4.28060838476e-18,6.02007160565e-17,7.65416008353e-10,1.36110187515e-16,0.999998986721,2.35647901118e-16,9.31292359415e-21,1.05117996438e-17,8.30433152896e-17
15291,emRL9BfibN,Scratchy,8.71568,5.50149e-23,106.13793,3029.00287,2.57837,6028.16258,0.0,0.0,1134167239.28,H1:GDS-CALIB_STRAIN,1.98906951294e-14,4.40785255518e-11,8.18293974247e-11,2.74786669113e-11,4.99866370518e-09,4.1864393896e-12,1.8789850318e-12,6.7631101728e-14,1.25090410252e-10,2.21317392857e-07,9.33974092732e-07,1.78452662803e-12,6.02910255054e-09,2.29731298873e-07,2.00496927004e-13,0.999998629093,2.26922647339e-12,5.25951400487e-11,5.54072803263e-12,5.71697522656e-10
15292,ufMlrc0FrH,Scratchy,9.80576,5.96899e-23,236.87324,797.87766,0.66016,1376.18514,0.0,0.0,1127240263.29,H1:GDS-CALIB_STRAIN,1.34486523294e-15,6.92106745179e-13,1.54642271211e-11,9.46531915347e-13,9.76829173105e-10,5.61782283019e-13,7.19745769061e-13,4.63276379065e-12,1.03276449892e-10,1.3575279354e-06,2.8589429435e-11,5.07571735208e-16,1.54946144619e-14,1.12324698154e-10,9.83951689657e-14,0.999998629093,3.10349483742e-15,1.11704651608e-18,7.84680734425e-15,1.47687862374e-12
15293,qUTjkS61mq,Scratchy,10.31124,6.40629e-23,206.40207,242.61188,0.39062,237.80814,0.0,0.0,1130083843.87,H1:GDS-CALIB_STRAIN,1.41004422765e-14,2.99336389009e-11,5.06395370081e-10,1.05171192935e-11,2.15327148112e-07,1.51999246523e-11,5.97765630397e-12,2.09593085075e-12,5.57287549441e-11,1.37133338285e-06,2.21477911566e-08,1.44788410319e-13,2.64699937316e-12,2.69246616114e-08,1.29149458055e-12,0.999998390675,7.62018865976e-13,6.22744992509e-14,6.92917511563e-13,1.50703727275e-10
15294,lOZg9KkUNj,Scratchy,11.12653,6.88026e-23,251.10865,269.42269,0.24805,214.45248,0.0,0.0,1128777014.4,H1:GDS-CALIB_STRAIN,1.78884291819e-13,7.45215174291e-12,5.50209044992e-11,1.88756605832e-12,1.69256741955e-09,4.03387365828e-13,1.42233664083e-11,2.45985645048e-11,8.07107625178e-09,1.628197424e-06,6.53437437492e-09,5.97687454e-14,5.61606707319e-12,3.51703693946e-10,2.30087628637e-12,0.99999833107,2.81225831332e-14,7.50579717364e-17,2.99220771858e-13,1.50949912292e-11
15296,ImkQhcSpyA,Scratchy,11.18397,6.5027e-23,145.00344,4011.15087,7.96875,7878.66376,0.0,0.0,1130678585.27,H1:GDS-CALIB_STRAIN,1.25791816613e-18,4.78999116906e-18,2.78458201999e-14,1.82292752399e-13,4.95879337592e-10,1.44814309199e-13,9.06715600093e-18,5.09038718518e-18,8.14128033359e-17,2.06149456972e-06,1.77365652547e-12,9.79466383121e-18,3.90057444013e-15,3.29564125989e-10,5.24018884965e-17,0.999997913837,1.03658919321e-16,5.02750876657e-20,7.43248382507e-17,2.54942814025e-15
15297,tdV14dABG7,Scratchy,12.17281,7.75688e-23,212.58041,1191.01502,2.67188,2236.44763,0.0,0.0,1128781795.96,H1:GDS-CALIB_STRAIN,3.21985581914e-14,2.04625164035e-10,4.26805213394e-09,6.37292085423e-12,8.21165656362e-07,3.55470618219e-11,1.53722867768e-11,3.9980126848e-11,4.27461468999e-11,1.17970319025e-06,1.95641458589e-08,1.92041451101e-13,1.28790999133e-12,3.55395890494e-08,6.51864846823e-13,0.999997913837,1.5697549597e-12,4.66569091576e-14,3.45651214899e-13,5.37554778468e-10
15298,Q0xYKptxS1,Scratchy,7.5458,5.49573e-23,171.21339,171.62392,0.21875,156.21395,0.0,0.0,1128781694.46,H1:GDS-CALIB_STRAIN,2.38711841635e-14,3.05415581714e-10,5.35738164942e-09,1.14102602367e-10,6.60334990243e-07,1.57331682404e-11,2.12597592308e-10,1.30917811314e-11,3.11270853537e-09,1.14940087315e-06,4.28551061304e-08,1.07159723803e-12,2.14398984677e-11,2.57041421037e-07,1.00948980078e-11,0.999997854233,3.87283998274e-12,8.48193650732e-12,4.71053838297e-12,4.46113729291e-10
15299,WNc1XoICnk,Scratchy,10.55883,8.10616e-23,181.31174,193.88023,0.71875,195.69996,0.0,0.0,1130092526.88,H1:GDS-CALIB_STRAIN,6.03643720863e-17,5.09018317134e-14,3.11935616226e-11,4.85636704461e-13,7.40875971683e-10,1.96699847708e-13,5.86643287862e-15,1.597981323e-13,2.41264885674e-12,2.16426315092e-06,5.59315038728e-10,4.08667324317e-16,1.20838424987e-13,1.29644864288e-10,1.16491399385e-14,0.999997854233,3.41539185036e-15,3.92817948211e-17,1.94347961627e-15,5.86843128345e-13
15301,7y7CY2Ys3n,Scratchy,10.80751,7.48209e-23,236.87324,253.6414,0.21094,246.01505,0.0,0.0,1128695179.47,H1:GDS-CALIB_STRAIN,3.6492662233e-16,1.17399267933e-13,7.98220257253e-12,1.56412317993e-13,6.56532739285e-09,3.4814956907e-13,1.23308667828e-14,6.61803985637e-14,4.11511889018e-13,2.28742192121e-06,4.28833288324e-11,7.97185124483e-17,6.14686642921e-15,2.47798143116e-10,4.64267779291e-15,0.999997735023,1.08377431497e-15,1.21285478485e-20,6.29772278536e-16,2.08351660035e-13
15303,ZTSuf2CIdt,Scratchy,8.29118,5.31734e-23,212.58041,220.40593,0.15625,116.41896,0.0,0.0,1128777019.02,H1:GDS-CALIB_STRAIN,1.96887468894e-13,7.30333085674e-11,4.101975426e-10,2.47333230285e-12,1.16115117521e-07,2.72243035407e-12,1.2845345447e-11,2.65597040888e-11,7.59845297793e-10,1.87622777048e-06,3.93109189645e-07,6.91292997238e-14,1.53146870185e-11,6.11838746334e-10,1.08527813472e-11,0.999997615814,5.00675943847e-13,1.66971168557e-15,1.24500277167e-13,4.29945662406e-10
15304,ItSZO0ihTO,Scratchy,8.88737,5.63412e-23,212.58041,220.76003,0.375,171.86685,0.0,0.0,1127240264.28,H1:GDS-CALIB_STRAIN,1.09648287967e-14,9.6530812857e-13,2.25586875569e-11,5.75907724287e-12,6.8708287948e-09,3.29740314914e-12,1.75283821745e-12,1.65480953593e-12,1.00514020718e-10,2.50077414421e-06,1.84189086205e-09,1.92111595593e-14,1.10250057781e-12,3.67342023466e-09,2.06278828112e-13,0.999997496605,5.17241177461e-14,5.11117097488e-16,1.35774163722e-13,4.75978804981e-11
15305,OFQRQOneU2,Scratchy,8.28844,4.85323e-23,236.87324,243.21701,0.29688,266.86384,0.0,0.0,1128867822.27,H1:GDS-CALIB_STRAIN,1.23418874946e-12,3.86352755344e-12,1.69810082662e-10,6.46084271153e-12,1.55887460096e-06,2.41849921166e-12,2.8005787793e-12,1.55206319259e-13,4.37112929186e-10,8.99493443285e-07,5.67121922757e-08,4.62472182945e-13,2.90658244001e-11,4.85269868733e-09,1.5627346639e-11,0.999997496605,1.39493261777e-13,9.54212091829e-15,6.16831347285e-14,5.23083555637e-11
15306,4PnBykW7F0,Scratchy,9.3179,7.28709e-23,128.88965,157.98648,0.9375,154.85833,0.0,0.0,1130678758.53,H1:GDS-CALIB_STRAIN,9.37077292932e-15,1.15752751828e-09,1.7848638123e-09,2.41917930133e-10,1.71124348025e-09,1.85036395928e-11,1.72499292628e-10,7.93900101909e-12,3.51449980229e-09,1.72297757217e-06,4.59560745014e-09,5.07668614178e-13,2.77172534924e-10,1.06193920146e-06,1.23461223883e-12,0.999997198582,3.13185978887e-12,2.54233214342e-11,3.69603861405e-11,7.49695583391e-11
15308,sFbFWQ1Xug,Scratchy,10.40799,6.4887e-23,236.87324,253.6414,0.25,246.01505,0.0,0.0,1128700355.03,H1:GDS-CALIB_STRAIN,1.51732332211e-14,1.43809374131e-11,4.58319188157e-10,2.28832989883e-12,2.62065249501e-08,4.98446292921e-12,1.1718940705e-12,1.04703494139e-11,5.74676591036e-11,2.91781429951e-06,3.7718166368e-09,6.10419375636e-15,1.16684439888e-12,4.48420106602e-10,1.71994460774e-12,0.999997079372,5.63951893539e-14,4.60536313285e-17,1.90962934213e-14,5.84294487793e-11
15309,MWtATMiQG0,Scratchy,10.20267,6.38921e-23,200.36002,298.69378,0.61719,327.73435,0.0,0.0,1127750515.26,H1:GDS-CALIB_STRAIN,9.71966601205e-16,1.56491659908e-12,8.83281225939e-11,4.88592673265e-13,1.39248994557e-08,7.22829391828e-12,1.75597546486e-13,8.73866083662e-13,2.16947466936e-12,2.9407326565e-06,4.42225900343e-09,6.14334573677e-15,4.35087458683e-13,9.2427754339e-10,1.07240300353e-14,0.999997019768,3.86394915901e-14,1.56042474186e-16,5.67536503091e-14,2.6695715083e-10
15310,UksTmXHuBQ,Scratchy,8.24821,6.00782e-23,183.48056,206.62626,0.32227,170.20789,0.0,0.0,1134163002.55,H1:GDS-CALIB_STRAIN,1.71498337314e-14,1.20143076043e-10,2.07652095519e-09,1.8161359569e-11,7.09522254283e-08,1.57803076162e-11,1.86566959798e-11,1.7124756474e-11,2.49356396642e-10,2.84007523987e-06,2.74015707902e-08,3.15458542535e-13,2.6280754916e-12,1.52331303127e-08,1.89731281901e-12,0.999997019768,2.88539656577e-12,2.29037979988e-14,1.51960922686e-13,6.61983870498e-11
15313,sdXigEodDO,Scratchy,7.93747,6.23042e-23,101.85211,114.59304,0.16602,77.41465,0.0,0.0,1134294679.76,H1:GDS-CALIB_STRAIN,5.22499361486e-13,1.08909867791e-08,8.43996605937e-09,3.29457705561e-09,2.48023579452e-09,2.83322323935e-11,2.21871396255e-10,7.67865805662e-12,2.24942283467e-07,1.1777032114e-06,1.9195137213e-07,1.28006008571e-11,1.157632596e-06,4.00445003379e-07,1.93052662745e-09,0.999996840954,2.10684247826e-11,3.82348952499e-09,8.48774245332e-11,7.63954399741e-10
15314,Z2i16mOX4p,Scratchy,15.20326,1.11789e-22,175.35578,189.74233,0.41406,233.90225,0.0,0.0,1129068178.95,H1:GDS-CALIB_STRAIN,2.79035742944e-14,4.29829366544e-11,1.92205740213e-09,4.08839108401e-12,1.49367579638e-07,6.05417929331e-12,1.22421474e-11,4.55797552479e-11,5.30545996025e-10,3.30384091285e-06,1.08042916835e-08,5.92440525349e-14,6.03464598171e-13,1.0219619595e-09,4.23783143993e-12,0.999996542931,1.72352244781e-13,3.89019701598e-15,3.50828680072e-14,7.85651196877e-11
15315,pOiQXETkqw,Scratchy,8.55186,4.86001e-23,221.06428,271.11445,0.22656,211.06895,0.0,0.0,1129060070.16,H1:GDS-CALIB_STRAIN,1.04469601372e-12,2.15000565094e-12,1.02905392541e-10,1.04894140249e-11,7.19615655953e-08,2.31645995788e-12,1.00492782498e-11,5.05111195925e-11,1.14973297549e-09,3.35210074809e-06,1.22970211791e-08,9.63759576159e-14,1.06790539953e-11,3.11413395071e-10,4.77618951333e-11,0.999996542931,2.69015326237e-14,9.74397188717e-17,4.85693265934e-14,1.74108193141e-11
15316,uai6D3rb7Z,Scratchy,11.87827,7.2e-23,232.18708,1241.32016,0.25391,2176.03958,0.0,0.0,1130080338.55,H1:GDS-CALIB_STRAIN,2.35189228119e-13,2.20890550295e-09,8.07330913233e-09,2.12244683634e-11,6.42184190269e-08,2.47392037411e-11,1.47809520179e-09,4.92895324555e-09,5.2670198869e-08,3.33943012265e-06,8.42886382912e-09,8.4849304232e-13,5.61363629192e-12,7.36162153459e-09,2.73159880132e-11,0.999996483326,9.29973220827e-13,6.77249326498e-14,5.14222258524e-12,2.13078568123e-08
15317,9Ls1iDfSyH,Scratchy,8.1946,4.57095e-23,224.30366,243.21701,0.67969,266.86384,0.0,0.0,1129298863.98,H1:GDS-CALIB_STRAIN,2.77536435674e-12,4.19325796308e-10,1.63882840631e-09,8.66870603078e-11,2.87617307748e-09,2.03419520811e-11,1.04907913953e-11,9.19570669611e-11,3.04691982755e-09,3.42022917721e-06,3.6558540728e-07,1.130352539e-12,7.44849126821e-10,1.14017026931e-08,2.04048652974e-11,0.999996185303,6.54937302308e-12,1.41018436078e-13,9.93631357749e-11,5.38132693961e-09
15319,0d7RnYFmY2,Scratchy,10.97592,7.87555e-23,193.10961,207.71901,0.21875,168.0224,0.0,0.0,1130080346.22,H1:GDS-CALIB_STRAIN,8.86759903788e-13,1.36944706242e-07,1.80530307148e-07,9.51266565519e-11,7.60383613851e-07,1.92132532106e-10,3.00596902925e-09,1.41492373373e-08,6.03427636747e-08,2.54997871707e-06,3.68957472574e-07,5.77919222894e-12,3.40407528554e-11,3.77985749367e-08,2.09128325768e-10,0.999995708466,2.24235179036e-11,5.1717861764e-12,2.08608720575e-11,2.0267856371e-07
15324,Lw29vKFR5e,Scratchy,8.02933,4.83521e-23,212.58041,208.23927,0.15234,196.90836,0.0,0.0,1129068176.57,H1:GDS-CALIB_STRAIN,5.79414175059e-13,9.19631593099e-10,3.2976394948e-09,4.25290497263e-11,5.16292629982e-07,3.99845156984e-11,2.53093761227e-11,4.94878027446e-11,5.60030910535e-10,1.18113166536e-06,2.70058649221e-06,3.17706169532e-12,4.81016670939e-10,2.93753032565e-07,6.54489570179e-12,0.999995112419,9.88852142531e-12,3.82320000311e-12,2.1381686352e-11,1.77532811563e-07
15326,990JB3Kgl0,Scratchy,9.16904,6.33426e-23,144.99133,3620.5095,4.625,7089.24757,0.0,0.0,1130507800.38,H1:GDS-CALIB_STRAIN,1.2946852012e-14,2.74071321194e-10,3.51721429759e-09,2.10669107159e-10,5.75287906202e-09,1.53427798244e-10,1.44480662243e-12,1.75185021112e-13,2.64206235015e-12,2.71105204774e-06,2.83955442493e-10,6.13939983378e-14,5.90511320397e-11,2.37996300712e-06,2.49516309307e-13,0.999994874001,3.94239458787e-12,1.28322455743e-13,2.58109505991e-12,4.22372137265e-11
15328,WgHSSk7jcC,Scratchy,9.83706,6.36906e-23,191.26897,211.96501,0.19922,189.45689,0.0,0.0,1129068200.1,H1:GDS-CALIB_STRAIN,5.24038278049e-13,2.20303525422e-10,3.45069151031e-09,1.01447036535e-11,1.28226110974e-06,5.69158609132e-12,7.44046768641e-11,3.76903702692e-10,1.93805735904e-08,3.79551329388e-06,1.68296992342e-07,6.14038550908e-13,3.28665675405e-12,1.87336923752e-09,2.59243407991e-11,0.999994695187,1.19717213573e-12,2.89949914935e-14,2.73976235579e-13,4.76414818706e-09
15329,QzarCIEpuZ,Scratchy,7.83772,4.89712e-23,212.58041,253.6414,0.67383,246.01505,0.0,0.0,1127651039.56,H1:GDS-CALIB_STRAIN,1.82355944445e-15,4.30769433795e-13,3.76937023261e-12,1.45120322009e-11,3.17373327618e-09,4.89784124716e-12,1.57801701393e-12,4.93570679119e-13,2.20934858949e-12,5.43435271538e-06,2.16217495297e-11,2.03920662128e-15,6.16392042117e-14,6.37271782011e-08,5.73673256793e-14,0.999994516373,3.35893151401e-14,7.45480512847e-17,2.50298398544e-13,1.78218258293e-12
15331,QD392jcLcs,Scratchy,8.39396,5.32132e-23,212.58041,220.76003,0.1875,171.86685,0.0,0.0,1127240262.46,H1:GDS-CALIB_STRAIN,1.07103900943e-13,1.5307582979e-09,3.41282252458e-10,2.49022868298e-11,2.40562940235e-07,4.8698409888e-11,8.30299107246e-10,6.57530141446e-10,3.20874491422e-08,5.4022830227e-06,3.83219145306e-08,3.55432995319e-13,1.18264198348e-12,8.20219838715e-08,2.25478923727e-12,0.999994218349,6.65089901555e-12,1.05590678277e-14,7.39022298218e-12,3.73082897909e-09
15332,U5gZd3hXmX,Scratchy,11.38624,1.02711e-22,263.94216,314.07046,0.22559,296.98097,0.0,0.0,1129060068.35,H1:GDS-CALIB_STRAIN,6.85445710608e-12,1.19404569565e-10,4.39635577942e-10,4.93197930412e-12,2.0898519324e-06,2.47405871831e-12,7.58055701544e-11,1.01669039854e-09,5.6435201401e-08,3.85578732676e-06,2.33576116671e-07,1.98998022921e-12,2.75192737521e-12,1.20132154224e-10,2.84467394085e-10,0.999993741512,6.99466038475e-13,1.87208680903e-15,6.77209048387e-13,1.24626504672e-08
15333,8NejfX5BJd,Scratchy,9.1967,5.59911e-23,159.86761,202.83902,0.25,207.70887,0.0,0.0,1128782449.04,H1:GDS-CALIB_STRAIN,6.03061835698e-15,1.69794438926e-11,1.34495428683e-10,1.72896488793e-11,2.43531630417e-08,3.78013766122e-12,2.60709249328e-12,6.96646299675e-12,6.00715380217e-11,6.34570642433e-06,4.61887583736e-10,1.71438875601e-14,8.73099674698e-14,2.11562962704e-08,5.32214951363e-13,0.999993622303,4.26324096468e-13,1.76588158294e-16,3.5507160363e-13,6.29593209164e-12
15334,tBWeimrCI3,Scratchy,8.99324,6.55408e-23,171.21339,255.73776,0.20703,241.82233,0.0,0.0,1128700355.53,H1:GDS-CALIB_STRAIN,4.13914779188e-14,1.50791559794e-10,6.01123595345e-10,5.17187334625e-12,2.99767179968e-07,3.16613263385e-11,4.20602892792e-11,2.65257108813e-12,3.00726665792e-11,6.19484217168e-06,3.64173358136e-09,1.18033729492e-13,1.66377209319e-12,4.82542645841e-08,3.50354998919e-13,0.999993443489,4.85312311171e-13,1.18217076549e-14,2.70873357381e-13,6.98966440282e-11
15336,Q15ehK9xZs,Scratchy,8.29769,4.96944e-23,112.33327,135.26458,1.07617,109.41454,0.0,0.0,1134332950.47,H1:GDS-CALIB_STRAIN,1.10312834442e-13,4.20402435086e-10,4.02374578101e-10,4.34618646628e-10,2.52354208641e-08,1.71467270937e-10,8.89902821571e-12,5.91324569605e-13,7.76501363209e-11,2.21788945964e-06,2.74704365921e-08,1.89537383184e-12,4.44671055533e-09,4.58921931568e-06,2.25648623051e-12,0.999993145466,2.10662598477e-11,1.83790482833e-11,3.71180620962e-11,1.72504524554e-10
15337,t4ATL9vtA6,Scratchy,10.38799,7.11347e-23,190.77896,243.21701,0.26172,266.86384,0.0,0.0,1128781932.65,H1:GDS-CALIB_STRAIN,1.44812682895e-14,1.40675275248e-12,1.00698158145e-10,4.06740743517e-12,9.45808494635e-07,1.34072666164e-11,1.10493547905e-12,2.77043167053e-12,2.44871622979e-11,6.05367995377e-06,1.57123025701e-08,3.7202910159e-14,2.89818516408e-13,2.35578134777e-09,7.79923272232e-13,0.999992966652,3.36711317465e-13,3.30471651377e-16,2.80694860259e-14,6.56521503828e-11
15340,uDeTWBpLIu,Scratchy,8.98995,6.18726e-23,183.48056,2905.15793,2.98438,5610.66047,0.0,0.0,1131302815.74,H1:GDS-CALIB_STRAIN,9.16893378713e-14,6.37639108181e-11,3.44783340767e-10,2.22163364094e-11,1.88695139514e-07,7.74639553891e-12,2.68190469832e-10,6.6647110053e-10,1.30926052222e-08,7.24981600797e-06,2.2127816024e-08,1.52880935992e-13,1.24366730564e-13,1.34851874112e-09,7.78588651884e-12,0.999992549419,6.41456560178e-13,1.99133498726e-14,2.86246368405e-13,9.97184335105e-10
15342,hlMvgut9rp,Scratchy,8.46899,4.95553e-23,224.30366,278.69027,0.25195,195.91732,0.0,0.0,1128777020.34,H1:GDS-CALIB_STRAIN,8.57094343415e-12,6.34838759339e-09,4.7440784634e-09,4.55103510433e-10,5.1210307106e-08,4.1841019538e-10,7.52604867316e-10,4.83231676895e-09,5.71290073026e-08,7.11054553904e-06,2.61856257566e-07,1.5262088468e-11,4.2968428815e-10,2.08117995726e-07,4.1750037455e-11,0.999992251396,9.20899329016e-11,3.54408044795e-13,4.8886050763e-10,6.34480770145e-08
15343,ikYk0IYDh2,Scratchy,7.91599,9.35703e-23,122.10542,160.42909,1.46875,178.60362,0.0,0.0,1127736477.61,H1:GDS-CALIB_STRAIN,1.91919519014e-13,4.92363039228e-10,4.81744255598e-10,4.00435684611e-10,6.86551393514e-09,3.11104961237e-11,1.60613050637e-10,2.28776247946e-10,5.09559043849e-08,5.49983587916e-06,2.133479029e-06,6.94609994523e-12,2.77194406317e-10,8.84239170773e-08,9.56103165389e-12,0.999992191792,3.78165589121e-11,1.90314361492e-11,4.58716398199e-11,3.43675798931e-09
